Parameter,Value,Uncertainty
A,2717.46947914353,8.585579443688854
b,29.31052644539009,0.3688504660194934
FWHM,58.47890133897216,0.12248511320850693
d,7587.69037212951,0.06234021539626824
Chi^2,4576.138921899679,
Reduced Chi^2,12.890532174365294,
