Parameter,Value,Uncertainty
A,2719.384770817356,8.566684706032193
b,27.919330873364036,0.36061143034965476
FWHM,58.47045061358803,0.12158164964982905
d,4767.165939509541,0.062254445925857736
Chi^2,4302.815641757925,
Reduced Chi^2,12.12060744157162,
