Parameter,Value,Uncertainty
A,2636.299960627732,8.467211093295342
b,29.25720873513287,0.36800884724647265
FWHM,58.35664846222861,0.12433395212686907
d,4767.163541764913,0.06326823726782246
Chi^2,4513.062744367146,
Reduced Chi^2,12.712852801034213,
