Parameter,Value,Uncertainty
A,138.73590959486248,0.9490989000415706
b,0.2598803335198447,0.008038087286918842
FWHM,72.78534617041323,0.2965295120800092
d,-577600.28552759,0.17296219456123293
Chi^2,506.1481682820443,
Reduced Chi^2,1.3249952049268177,
