Parameter,Value,Uncertainty
A,138.46726848388226,0.9486742622404951
b,0.25133618346429787,0.00790664349686426
FWHM,72.27609249893173,0.2934853901736369
d,668800.2073236725,0.17264065724690014
Chi^2,479.233665347938,
Reduced Chi^2,1.2512628338066265,
