Parameter,Value,Uncertainty
A,139.21682720590164,0.9537609756461392
b,0.2549790592313098,0.007886605503790757
FWHM,71.98173070940784,0.29221946388864184
d,455999.51335423614,0.17171621692957434
Chi^2,485.9835397391573,
Reduced Chi^2,1.2525348962349416,
