Parameter,Value,Uncertainty
A,136.65246852420876,0.9386162058716992
b,0.27077128368259384,0.008236479785568613
FWHM,72.60934437000405,0.29528193651790674
d,-987999.8869018527,0.1744104951701548
Chi^2,473.9072800594537,
Reduced Chi^2,1.2405949739776274,
