Parameter,Value,Uncertainty
A,138.62449659403015,0.9497809695826539
b,0.2528970202996447,0.007880278231198475
FWHM,72.20093718142141,0.29281933610528854
d,45599.67585390814,0.17230263946177443
Chi^2,510.6305796621791,
Reduced Chi^2,1.3228771493838838,
