Parameter,Value,Uncertainty
A,136.59960922120763,0.9403028746651494
b,0.2629390152164098,0.008077696791582928
FWHM,72.68412722669292,0.29716489316504185
d,-668800.7822699265,0.17436826183365045
Chi^2,487.6286865991701,
Reduced Chi^2,1.2698663713520055,
