Parameter,Value,Uncertainty
A,138.98088664902127,0.9486292136514328
b,0.24809777207843262,0.007817497910482097
FWHM,72.99268510199778,0.2964481493442402
d,197599.78098106236,0.1729402983660079
Chi^2,519.5886566941792,
Reduced Chi^2,1.3495809264783876,
