Parameter,Value,Uncertainty
A,212.6862806998848,1.3832102108533666
b,0.20787950828983537,0.01694701113165867
FWHM,60.795590373640444,0.23668645194602722
d,182399.7179766056,0.13585324443611438
Chi^2,227.80027521032065,
Reduced Chi^2,2.109261807502969,
