Parameter,Value,Uncertainty
A,211.38469475503996,1.3729099428402731
b,0.22527872678784716,0.017451970332077578
FWHM,61.512911004496644,0.23999530491388082
d,2796799.8411628227,0.13712094541366016
Chi^2,203.70695960551518,
Reduced Chi^2,1.851881450959229,
