Parameter,Value,Uncertainty
A,212.97124528530892,1.3783694599390868
b,0.21075649028972762,0.017253907778555396
FWHM,61.350208177563616,0.2379497458256333
d,-2097600.437493456,0.13638314661962916
Chi^2,217.33986259391278,
Reduced Chi^2,2.0312136691019886,
