Parameter,Value,Uncertainty
A,211.71303957604806,1.3747975900744955
b,0.2239639196806243,0.017663830854015624
FWHM,61.18144719720063,0.23775601188096818
d,942399.9241140523,0.13665695616629223
Chi^2,241.12158836083037,
Reduced Chi^2,2.2326072996373183,
