Parameter,Value,Uncertainty
A,2926.021014487553,9.487552152166103
b,22.196203790165363,0.3759567264478443
τ,29.72779713666663,0.07016794712972636
t₀,4767.17580106699,0.06298933938506708
Chi²,1645.2376464863896,
Reduced Chi²,4.634472243623633,
