Parameter,Value,Uncertainty
A,182.59883472789386,1.192519923731808
b,0.23590506610163714,0.024389975933103193
FWHM,64.52249280302566,0.2533391906614123
d,-1033599.142079012,0.14564048023696335
Chi^2,130.4242283119182,
Reduced Chi^2,1.6509395988850406,
