Parameter,Value,Uncertainty
A,183.90718728234387,1.2053102010051664
b,0.28389284799365433,0.02703047036010125
FWHM,63.9222924556083,0.2534595240452284
d,-258399.10704536558,0.14457427327782682
Chi^2,154.4739307179536,
Reduced Chi^2,2.006154944389008,
