Parameter,Value,Uncertainty
A,3564.7511573418733,14.41414269245291
b,9.396559455684046e-21,0.5400265522256422
FWHM,31.791612008563263,0.13767615770298522
d,7587.713410930319,0.058017933301010634
Chi^2,17770.78971630071,
Reduced Chi^2,50.05856258112876,
