Parameter,Value,Uncertainty
A,2845.0821447209714,9.346746317817326
b,22.722165492734796,0.379890792231363
τ,29.88271511770848,0.07173022140994299
t₀,4767.252901244771,0.06407168998268484
Chi²,1551.2521452427397,
Reduced Chi²,4.3697243527964496,
