Parameter,Value,Uncertainty
A,166.55409297817386,0.8665737371078487
b,0.12601555067597162,0.004938578683273054
FWHM,74.98561617503663,0.2296345827754585
d,-1124799.6244290385,0.13501200236851904
Chi^2,459.87991075653815,
Reduced Chi^2,1.2845807563031792,
