Parameter,Value,Uncertainty
A,169.22465413080403,0.8761045044885031
b,0.11729649170218297,0.00481174959876686
FWHM,74.69107312387538,0.22797875238167123
d,440799.8879671296,0.13357492145494335
Chi^2,420.46532877137645,
Reduced Chi^2,1.194503774918683,
