Parameter,Value,Uncertainty
A,167.27963443776463,0.8709765045690285
b,0.11435283624875732,0.004686039422733169
FWHM,74.77813716827445,0.2296991765803404
d,-927199.9592540646,0.1344100338086871
Chi^2,459.799578601044,
Reduced Chi^2,1.2772210516695668,
