Parameter,Value,Uncertainty
A,168.0526250057142,0.8703642102139483
b,0.11868349711617326,0.004801521582501148
FWHM,74.75062553225226,0.2271708233231806
d,-455999.7128677897,0.13413943782940616
Chi^2,444.8870875365485,
Reduced Chi^2,1.2427013618339344,
