Parameter,Value,Uncertainty
A,169.33319517954556,0.875699720567144
b,0.11474334403221204,0.004791035476583482
FWHM,74.85793146680352,0.22834287424146596
d,1033599.8955031591,0.13367579891083065
Chi^2,462.0222469630377,
Reduced Chi^2,1.3276501349512577,
