Parameter,Value,Uncertainty
A,167.30029348379267,0.8685666794633589
b,0.12686060087683879,0.004925626659196555
FWHM,74.64274352124316,0.22714953414130085
d,136800.03010184862,0.1343641202870455
Chi^2,493.4849015821098,
Reduced Chi^2,1.363217960171574,
