Parameter,Value,Uncertainty
A,168.72525702072852,0.8726927991278356
b,0.12003003563328003,0.004843615185140208
FWHM,74.90756061872064,0.22799683415932087
d,851200.4666209366,0.13401273565491367
Chi^2,440.4062934020198,
Reduced Chi^2,1.2405811081747036,
