Parameter,Value,Uncertainty
A,169.99206443967174,0.8794933877378481
b,0.11650654732893258,0.004767881111839704
FWHM,74.60417294010465,0.2279448052887532
d,1063999.936932972,0.13319564620253935
Chi^2,400.9003931742976,
Reduced Chi^2,1.12929688218112,
