Parameter,Value,Uncertainty
A,168.7552534063744,0.8718347523018685
b,0.1192581462876968,0.004812571941160895
FWHM,74.93367978410907,0.22740071784444718
d,-592800.0793774024,0.1339869489278159
Chi^2,452.1228971281709,
Reduced Chi^2,1.2664506922357728,
