Parameter,Value,Uncertainty
A,167.80329840476355,0.8689583586520899
b,0.1254074663474639,0.004912146165702685
FWHM,74.91216916285441,0.2277889857971001
d,-1139999.6821771653,0.13440649574476946
Chi^2,424.26909472140744,
Reduced Chi^2,1.1752606501978045,
