Parameter,Value,Uncertainty
A,167.97748442571637,0.8725765862383436
b,0.117822623407415,0.0048636072198407305
FWHM,74.66752581419277,0.22847600419320974
d,395199.7820666111,0.1340836998246845
Chi^2,438.1321252042742,
Reduced Chi^2,1.262628602894162,
