Parameter,Value,Uncertainty
A,166.77769288779038,0.8648418929018555
b,0.11452037580552803,0.004723599149314598
FWHM,75.59674608607423,0.2312113588478447
d,-1109599.61408628,0.13534769277945924
Chi^2,491.15638527222336,
Reduced Chi^2,1.379652767618605,
