Parameter,Value,Uncertainty
A,168.68213533663982,0.8727833613177688
b,0.1288383138880186,0.005015588341701748
FWHM,74.66581780123578,0.2267901823007649
d,-608000.2693593979,0.13383275053714944
Chi^2,475.94148991872106,
Reduced Chi^2,1.340680253292172,
