Parameter,Value,Uncertainty
A,168.66101102900043,0.8726570029673701
b,0.12140994292838755,0.0049140554674259665
FWHM,75.07417967521828,0.2291719469617953
d,1170399.9127519487,0.13419849951136956
Chi^2,443.51737758269894,
Reduced Chi^2,1.26719250737914,
