Parameter,Value,Uncertainty
A,2829.5947273992138,9.340965723370811
b,22.41172785184369,0.37543078413609116
τ,29.753436064473004,0.07162673783878755
t₀,7587.654666267399,0.06408007650911697
Chi²,1570.7951114256775,
Reduced Chi²,4.424774961762472,
