Parameter,Value,Uncertainty
A,2833.3956187098975,9.360498171102122
b,23.545617305468486,0.3834883264026327
τ,29.750901345479424,0.07190676015599284
t₀,4767.169321910912,0.06407733481997739
Chi²,1736.972936194833,
Reduced Chi²,4.89288151040798,
