Parameter,Value,Uncertainty
A,169.09494769359475,0.8855679869510326
b,0.4282617191739424,0.04808611628182718
FWHM,73.95550498726399,0.24891850604389104
d,349600.2418204605,0.13433526562879924
Chi^2,83.65476130266666,
Reduced Chi^2,1.3492703435913977,
