Parameter,Value,Uncertainty
A,167.9079144313763,0.8769539621605431
b,0.45857910991212003,0.05460082845658098
FWHM,74.59188599181176,0.2560895898763621
d,-1246399.3978892881,0.13563443270024358
Chi^2,89.30351918769635,
Reduced Chi^2,1.4403793417370379,
