Parameter,Value,Uncertainty
A,168.31207903547866,0.8825434949734386
b,0.5331286978140537,0.05431047360811602
FWHM,74.23931806174215,0.25511346030814647
d,-2188800.056022639,0.13531649969690057
Chi^2,73.40222549874166,
Reduced Chi^2,1.18390686288293,
