Parameter,Value,Uncertainty
A,169.5490822393712,0.886494153216511
b,0.45036123943903317,0.051593892845192585
FWHM,74.11704622494017,0.253102274515014
d,-2143199.758370399,0.13445651707835612
Chi^2,74.7653827967265,
Reduced Chi^2,1.2058932709149435,
