Parameter,Value,Uncertainty
A,166.8305209443771,0.8729415550722422
b,0.3317624565519023,0.05040845044763872
FWHM,74.71340926837382,0.2555720620623793
d,-1793599.2117146554,0.13572549581281304
Chi^2,101.16381840201001,
Reduced Chi^2,1.6316744903550002,
