Parameter,Value,Uncertainty
A,168.1320259406256,0.8767014034304216
b,0.3850022724007443,0.04796896893248902
FWHM,74.91137914674852,0.25121818503655086
d,-2994399.9965844788,0.13542709572117392
Chi^2,83.83038242065653,
Reduced Chi^2,1.3521029422686537,
