Parameter,Value,Uncertainty
A,167.82212435879654,0.8797307921105337
b,0.464978387426523,0.052851725693496866
FWHM,74.27672709070096,0.2545860938526732
d,-2827200.2722260267,0.13534713289061015
Chi^2,73.89544833707572,
Reduced Chi^2,1.1918620699528342,
