Parameter,Value,Uncertainty
A,168.5906734638717,0.878479343513314
b,0.3162862684671045,0.0457037450174654
FWHM,74.86490057347399,0.25076565655820204
d,942400.32087315,0.13499371259399492
Chi^2,68.09531320524655,
Reduced Chi^2,1.0983115033104283,
