Parameter,Value,Uncertainty
A,166.1696800802361,0.8720243010454045
b,0.4991116898014865,0.05424785250804442
FWHM,74.73139583073394,0.2564026113255228
d,-2416799.3936021547,0.13654405946605097
Chi^2,82.14978712341748,
Reduced Chi^2,1.3249965665067336,
