Parameter,Value,Uncertainty
A,170.1214341685933,0.8843691963839142
b,0.3721214990358058,0.04725145747777509
FWHM,74.64328601612348,0.2496932481159392
d,-1671999.4385495,0.1343713133020477
Chi^2,104.68631992943382,
Reduced Chi^2,1.6884890311199003,
