Parameter,Value,Uncertainty
A,167.95872426206634,0.8831674871459708
b,0.5158456384599079,0.05179290990892257
FWHM,74.32936649596873,0.25464859485086183
d,-2766399.6590552777,0.1354162508955556
Chi^2,81.62972467210557,
Reduced Chi^2,1.3166084624533156,
