Parameter,Value,Uncertainty
A,183.0346798391786,1.195942157890936
b,0.2136943463037233,0.016364293479848732
FWHM,64.57922458800066,0.2526365055814252
d,-2036800.7836017257,0.14535283457733672
Chi^2,196.7826516496313,
Reduced Chi^2,1.7414393951294806,
