Parameter,Value,Uncertainty
A,183.45467792330138,1.1983312256730154
b,0.2877130978439133,0.01980576831858147
FWHM,64.15669806178862,0.2511406428098688
d,2006399.7386730714,0.14508160638599885
Chi^2,154.7277478407218,
Reduced Chi^2,1.4326643318585353,
