Parameter,Value,Uncertainty
A,2870.1216078319935,9.390597365402698
b,22.330851312923308,0.377070266783324
τ,29.862115432985604,0.07131896094342728
t₀,7587.6022036457925,0.0637259044893339
Chi²,1495.4996718356954,
Reduced Chi²,4.212675131931536,
