Parameter,Value,Uncertainty
A,2870.936267328696,9.401503595020872
b,23.26756642958304,0.3832312890793422
τ,29.879540157793087,0.07157879172497916
t₀,4767.23090497873,0.06375479554087032
Chi²,1587.5118369368956,
Reduced Chi²,4.471864329399706,
