Parameter,Value,Uncertainty
A,2743.883642099729,8.604100010245942
b,29.170782328041604,0.3685118673739264
FWHM,58.54129330339273,0.12132380513375814
d,7587.639803965808,0.0620624727094274
Chi^2,4319.822636909068,
Reduced Chi^2,12.16851447016639,
