Parameter,Value,Uncertainty
A,3423.4126679570413,14.142374908436528
b,1.3473540353419057e-21,0.5277400316884625
FWHM,31.73579728139921,0.14031424259105527
d,7587.73856145703,0.05911359704861092
Chi^2,16915.601213203285,
Reduced Chi^2,47.649580882262775,
