Parameter,Value,Uncertainty
A,3427.873211795132,14.115688791947505
b,2.721280657923567e-26,0.5384593511890349
FWHM,31.957018386024878,0.14091695485577604
d,4766.9613825497,0.05916895966642366
Chi^2,16436.950825214102,
Reduced Chi^2,46.30126993018057,
