BinCenter (ps);Histo01;Histo02;Histo03;Histo04
1900.5;20;20;6;0
1903.5;29;29;6;0
1906.5;27;27;0;0
1909.5;31;31;8;0
1912.5;35;35;5;0
1915.5;28;28;4;0
1918.5;30;30;7;0
1921.5;20;20;4;0
1924.5;25;25;5;0
1927.5;30;30;3;0
1930.5;40;40;4;0
1933.5;25;25;5;0
1936.5;31;31;2;0
1939.5;23;23;7;0
1942.5;27;27;2;0
1945.5;25;25;4;0
1948.5;21;21;5;0
1951.5;30;30;3;0
1954.5;29;29;7;0
1957.5;26;26;3;0
1960.5;34;34;5;0
1963.5;19;19;5;0
1966.5;30;30;2;0
1969.5;27;27;4;0
1972.5;31;31;4;0
1975.5;23;23;6;0
1978.5;32;32;4;0
1981.5;26;26;7;0
1984.5;41;41;1;0
1987.5;21;21;4;0
1990.5;32;32;4;0
1993.5;31;31;6;0
1996.5;24;24;6;0
1999.5;22;22;4;0
2002.5;29;29;3;0
2005.5;27;27;2;0
2008.5;25;25;4;0
2011.5;28;28;4;0
2014.5;29;29;3;0
2017.5;30;30;6;0
2020.5;26;26;8;0
2023.5;34;34;4;0
2026.5;29;29;7;0
2029.5;33;33;8;0
2032.5;27;27;3;0
2035.5;32;32;3;0
2038.5;20;20;1;0
2041.5;38;38;8;0
2044.5;30;30;3;0
2047.5;25;25;5;0
2050.5;30;30;2;0
2053.5;27;27;3;0
2056.5;27;27;6;0
2059.5;38;38;7;0
2062.5;31;31;3;0
2065.5;24;24;3;0
2068.5;19;19;1;0
2071.5;23;23;9;0
2074.5;34;34;3;0
2077.5;27;27;5;0
2080.5;24;24;3;0
2083.5;34;34;6;0
2086.5;23;23;3;0
2089.5;26;26;6;0
2092.5;31;31;7;0
2095.5;35;35;7;0
2098.5;35;35;4;0
2101.5;36;36;7;0
2104.5;33;33;3;0
2107.5;21;21;5;0
2110.5;28;28;6;0
2113.5;33;33;4;0
2116.5;30;30;6;0
2119.5;32;32;4;0
2122.5;31;31;3;0
2125.5;27;27;3;0
2128.5;26;26;5;0
2131.5;26;26;4;0
2134.5;19;19;3;0
2137.5;27;27;2;0
2140.5;35;35;3;0
2143.5;29;29;3;0
2146.5;26;26;6;0
2149.5;27;27;2;0
2152.5;28;28;7;0
2155.5;21;21;5;0
2158.5;24;24;3;0
2161.5;27;27;6;0
2164.5;25;25;4;0
2167.5;27;27;8;0
2170.5;26;26;9;0
2173.5;19;19;3;0
2176.5;19;19;3;0
2179.5;23;23;7;0
2182.5;18;18;1;0
2185.5;32;32;5;0
2188.5;28;28;5;0
2191.5;34;34;6;0
2194.5;28;28;2;0
2197.5;36;36;5;0
2200.5;34;34;5;0
2203.5;33;33;7;0
2206.5;29;29;5;0
2209.5;22;22;5;0
2212.5;35;35;2;0
2215.5;41;41;3;0
2218.5;26;26;5;0
2221.5;25;25;2;0
2224.5;34;34;7;0
2227.5;22;22;4;0
2230.5;32;32;3;0
2233.5;18;18;5;0
2236.5;29;29;3;0
2239.5;33;33;3;0
2242.5;36;36;9;0
2245.5;27;27;8;0
2248.5;29;29;4;0
2251.5;33;33;2;0
2254.5;33;33;2;0
2257.5;26;26;4;0
2260.5;25;25;8;0
2263.5;22;22;10;0
2266.5;38;38;3;0
2269.5;17;17;6;0
2272.5;28;28;8;0
2275.5;27;27;6;0
2278.5;27;27;7;0
2281.5;30;30;4;0
2284.5;24;24;3;0
2287.5;37;37;7;0
2290.5;34;34;2;0
2293.5;34;34;7;0
2296.5;30;30;5;0
2299.5;26;26;6;0
2302.5;31;31;6;0
2305.5;27;27;7;0
2308.5;35;35;3;0
2311.5;22;22;13;0
2314.5;23;23;1;0
2317.5;22;22;3;0
2320.5;29;29;7;0
2323.5;37;37;5;0
2326.5;25;25;7;0
2329.5;29;29;4;0
2332.5;32;32;6;0
2335.5;26;26;1;0
2338.5;21;21;4;0
2341.5;31;31;7;0
2344.5;21;21;7;0
2347.5;26;26;6;0
2350.5;36;36;6;0
2353.5;21;21;7;0
2356.5;36;36;3;0
2359.5;26;26;2;0
2362.5;28;28;2;0
2365.5;26;26;6;0
2368.5;28;28;3;0
2371.5;25;25;3;0
2374.5;31;31;2;0
2377.5;24;24;2;0
2380.5;32;32;5;0
2383.5;35;35;3;0
2386.5;22;22;3;0
2389.5;25;25;3;0
2392.5;33;33;5;0
2395.5;20;20;6;0
2398.5;29;29;2;0
2401.5;24;24;5;0
2404.5;32;32;6;0
2407.5;28;28;6;0
2410.5;34;34;6;0
2413.5;24;24;2;0
2416.5;32;32;1;0
2419.5;27;27;5;0
2422.5;26;26;3;0
2425.5;19;19;5;0
2428.5;21;21;1;0
2431.5;37;37;7;0
2434.5;23;23;5;0
2437.5;22;22;11;0
2440.5;27;27;2;0
2443.5;26;26;2;0
2446.5;17;17;2;0
2449.5;21;21;4;0
2452.5;36;36;4;0
2455.5;28;28;9;0
2458.5;30;30;5;0
2461.5;30;30;4;0
2464.5;24;24;5;0
2467.5;32;32;3;0
2470.5;30;30;7;0
2473.5;33;33;5;0
2476.5;17;17;7;0
2479.5;33;33;3;0
2482.5;30;30;3;0
2485.5;19;19;7;0
2488.5;22;22;7;0
2491.5;26;26;5;0
2494.5;23;23;5;0
2497.5;16;16;3;0
2500.5;28;28;3;0
2503.5;25;25;12;0
2506.5;26;26;4;0
2509.5;25;25;2;0
2512.5;38;38;5;0
2515.5;28;28;3;0
2518.5;35;35;3;0
2521.5;31;31;4;0
2524.5;35;35;5;0
2527.5;24;24;6;0
2530.5;35;35;6;0
2533.5;35;35;6;0
2536.5;30;30;1;0
2539.5;38;38;6;0
2542.5;36;36;2;0
2545.5;31;31;6;0
2548.5;24;24;4;0
2551.5;28;28;2;0
2554.5;27;27;5;0
2557.5;30;30;8;0
2560.5;26;26;8;0
2563.5;29;29;7;0
2566.5;33;33;4;0
2569.5;26;26;7;0
2572.5;32;32;8;0
2575.5;20;20;4;0
2578.5;24;24;8;0
2581.5;32;32;4;0
2584.5;34;34;1;0
2587.5;28;28;8;0
2590.5;27;27;4;0
2593.5;22;22;7;0
2596.5;20;20;4;0
2599.5;25;25;5;0
2602.5;26;26;8;0
2605.5;33;33;3;0
2608.5;25;25;6;0
2611.5;33;33;1;0
2614.5;32;32;5;0
2617.5;34;34;6;0
2620.5;34;34;3;0
2623.5;27;27;6;0
2626.5;25;25;5;0
2629.5;35;35;4;0
2632.5;34;34;3;0
2635.5;18;18;7;0
2638.5;27;27;1;0
2641.5;18;18;3;0
2644.5;39;39;5;0
2647.5;37;37;8;0
2650.5;29;29;5;0
2653.5;32;32;5;0
2656.5;31;31;5;0
2659.5;23;23;5;0
2662.5;33;33;3;0
2665.5;36;36;5;0
2668.5;38;38;4;0
2671.5;29;29;4;0
2674.5;27;27;3;0
2677.5;27;27;6;0
2680.5;26;26;4;0
2683.5;27;27;6;0
2686.5;31;31;8;0
2689.5;26;26;7;0
2692.5;25;25;8;0
2695.5;25;25;6;0
2698.5;29;29;4;0
2701.5;26;26;5;0
2704.5;32;32;3;0
2707.5;24;24;3;0
2710.5;26;26;8;0
2713.5;29;29;5;0
2716.5;19;19;6;0
2719.5;27;27;7;0
2722.5;29;29;3;0
2725.5;31;31;4;0
2728.5;28;28;3;0
2731.5;31;31;6;0
2734.5;17;17;2;0
2737.5;25;25;3;0
2740.5;36;36;6;0
2743.5;33;33;6;0
2746.5;34;34;7;0
2749.5;28;28;5;0
2752.5;20;20;2;0
2755.5;32;32;6;0
2758.5;24;24;3;0
2761.5;28;28;6;0
2764.5;21;21;9;0
2767.5;20;20;6;0
2770.5;24;24;6;0
2773.5;35;35;3;0
2776.5;44;44;11;0
2779.5;30;30;2;0
2782.5;29;29;5;0
2785.5;25;25;4;0
2788.5;33;33;7;0
2791.5;18;18;5;0
2794.5;28;28;3;0
2797.5;32;32;4;0
2800.5;25;25;1;0
2803.5;25;25;10;0
2806.5;23;23;4;0
2809.5;35;35;3;0
2812.5;39;39;5;0
2815.5;40;40;2;0
2818.5;35;35;8;0
2821.5;34;34;4;0
2824.5;27;27;2;0
2827.5;27;27;5;0
2830.5;23;23;1;0
2833.5;32;32;4;0
2836.5;30;30;4;0
2839.5;29;29;3;0
2842.5;27;27;4;0
2845.5;17;17;7;0
2848.5;27;27;5;0
2851.5;34;34;3;0
2854.5;24;24;6;0
2857.5;23;23;4;0
2860.5;21;21;2;0
2863.5;27;27;7;0
2866.5;26;26;5;0
2869.5;23;23;5;0
2872.5;26;26;2;0
2875.5;26;26;4;0
2878.5;17;17;6;0
2881.5;39;39;2;0
2884.5;15;15;4;0
2887.5;28;28;7;0
2890.5;24;24;3;0
2893.5;35;35;6;0
2896.5;23;23;4;0
2899.5;23;23;4;0
2902.5;26;26;5;0
2905.5;27;27;7;0
2908.5;29;29;4;0
2911.5;27;27;5;0
2914.5;34;34;2;0
2917.5;24;24;9;0
2920.5;29;29;2;0
2923.5;27;27;3;0
2926.5;32;32;5;0
2929.5;26;26;5;0
2932.5;24;24;8;0
2935.5;29;29;0;0
2938.5;24;24;7;0
2941.5;32;32;4;0
2944.5;31;31;10;0
2947.5;32;32;3;0
2950.5;19;19;2;0
2953.5;23;23;4;0
2956.5;30;30;9;0
2959.5;28;28;4;0
2962.5;30;30;3;0
2965.5;26;26;6;0
2968.5;39;39;1;0
2971.5;33;33;4;0
2974.5;20;20;5;0
2977.5;24;24;6;0
2980.5;27;27;5;0
2983.5;31;31;3;0
2986.5;24;24;5;0
2989.5;30;30;4;0
2992.5;24;24;4;0
2995.5;42;42;4;0
2998.5;27;27;6;0
3001.5;33;33;5;0
3004.5;29;29;6;0
3007.5;30;30;5;0
3010.5;26;26;7;0
3013.5;23;23;7;0
3016.5;11;11;4;0
3019.5;23;23;5;0
3022.5;22;22;1;0
3025.5;32;32;7;0
3028.5;18;18;3;0
3031.5;28;28;4;0
3034.5;29;29;6;0
3037.5;31;31;2;0
3040.5;32;32;5;0
3043.5;21;21;7;0
3046.5;31;31;3;0
3049.5;29;29;0;0
3052.5;37;37;4;0
3055.5;25;25;2;0
3058.5;30;30;6;0
3061.5;19;19;5;0
3064.5;28;28;8;0
3067.5;34;34;2;0
3070.5;27;27;6;0
3073.5;34;34;4;0
3076.5;24;24;6;0
3079.5;36;36;5;0
3082.5;24;24;0;0
3085.5;30;30;6;0
3088.5;24;24;2;0
3091.5;27;27;5;0
3094.5;23;23;5;0
3097.5;29;29;2;0
3100.5;29;29;3;0
3103.5;25;25;2;0
3106.5;40;40;7;0
3109.5;29;29;4;0
3112.5;21;21;6;0
3115.5;23;23;8;0
3118.5;26;26;6;0
3121.5;27;27;7;0
3124.5;31;31;6;0
3127.5;25;25;2;0
3130.5;30;30;4;0
3133.5;26;26;1;0
3136.5;24;24;4;0
3139.5;27;27;6;0
3142.5;27;27;5;0
3145.5;20;20;2;0
3148.5;16;16;9;0
3151.5;32;32;5;0
3154.5;29;29;7;0
3157.5;24;24;7;0
3160.5;27;27;5;0
3163.5;25;25;8;0
3166.5;39;39;6;0
3169.5;19;19;3;0
3172.5;29;29;2;0
3175.5;19;19;0;0
3178.5;29;29;7;0
3181.5;30;30;4;0
3184.5;18;18;6;0
3187.5;36;36;5;0
3190.5;23;23;3;0
3193.5;35;35;5;0
3196.5;24;24;7;0
3199.5;22;22;2;0
3202.5;26;26;3;0
3205.5;23;23;1;0
3208.5;37;37;4;0
3211.5;17;17;6;0
3214.5;29;29;4;0
3217.5;27;27;5;0
3220.5;34;34;7;0
3223.5;25;25;6;0
3226.5;23;23;3;0
3229.5;36;36;3;0
3232.5;37;37;8;0
3235.5;24;24;6;0
3238.5;29;29;7;0
3241.5;36;36;6;0
3244.5;28;28;9;0
3247.5;30;30;7;0
3250.5;27;27;7;0
3253.5;28;28;7;0
3256.5;31;31;4;0
3259.5;25;25;3;0
3262.5;24;24;4;0
3265.5;32;32;8;0
3268.5;28;28;5;0
3271.5;22;22;7;0
3274.5;25;25;6;0
3277.5;25;25;5;0
