Parameter,Value,Uncertainty
A,219.61261118605896,2.4187291111517135
b,0.44242801873045984,0.06942902873391377
FWHM,53.50237244298886,0.3591123965244542
d,2918399.8636530535,0.2042988587473257
Chi^2,54.53318332822668,
Reduced Chi^2,1.1855039853962321,
