Parameter,Value,Uncertainty
A,218.84249009357106,2.44832936061154
b,0.5870587938136607,0.08085389021080051
FWHM,53.12253252466121,0.3703434162184629
d,562399.8844404505,0.20431543657346854
Chi^2,69.80249680365864,
Reduced Chi^2,1.5864203819013327,
