Parameter,Value,Uncertainty
A,218.346638314563,2.4312088854350606
b,0.43787598705887043,0.06933396873928463
FWHM,53.37900020756582,0.36620380177794304
d,-2523199.486047901,0.20459558594939867
Chi^2,54.532907805388604,
Reduced Chi^2,1.2118423956753024,
