Parameter,Value,Uncertainty
A,215.72440105675912,2.4177555081720237
b,0.37737243449053925,0.06150558528176303
FWHM,52.96928714430865,0.3622178141981604
d,1352800.5008662832,0.20478366389908195
Chi^2,62.974348632591706,
Reduced Chi^2,1.339879758140249,
