Parameter,Value,Uncertainty
A,217.0423897703218,2.4015730350121705
b,0.3782255617511559,0.058490816349596686
FWHM,53.81054109421785,0.3619070308692323
d,-2280000.1618886306,0.2058063929310436
Chi^2,49.17830505994499,
Reduced Chi^2,0.9835661011988998,
