Parameter,Value,Uncertainty
A,3546.494166795526,14.482094797737695
b,2.0954900765154036e-27,0.5312062933645245
FWHM,31.355256893910372,0.1374770021106092
d,4766.969810303212,0.05780716489760863
Chi^2,18593.91691112071,
Reduced Chi^2,52.377230735551294,
