Parameter,Value,Uncertainty
A,3550.4696781617995,14.417802780078251
b,9.5719828485758e-27,0.5396468734597842
FWHM,31.754026246052916,0.13803810640814226
d,7587.7001795041515,0.05793501873364077
Chi^2,17112.372809810193,
Reduced Chi^2,48.20386706988787,
