Parameter,Value,Uncertainty
A,3484.5241952401384,14.291841121019663
b,5.1690338549239954e-27,0.5299969469587706
FWHM,31.644119458454924,0.1390152333547237
d,7587.878054469591,0.05852052627002895
Chi^2,17418.516477757927,
Reduced Chi^2,49.066243599318106,
