Parameter,Value,Uncertainty
A,3486.11304090943,14.257942836402075
b,6.39045821590469e-21,0.5379858692498487
FWHM,31.88251773025103,0.13967407425790168
d,4767.097985310869,0.0585841821325622
Chi^2,16760.227460369453,
Reduced Chi^2,47.211908339068884,
