Parameter,Value,Uncertainty
A,2666.3701642016804,8.491147641033306
b,29.039491992504818,0.3676095705748759
FWHM,58.71620970433588,0.1241036941435236
d,4767.220735926211,0.06308048873835573
Chi^2,4425.77086244144,
Reduced Chi^2,12.46696017589138,
